STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
IN,CAMEERA DIGI NIKON PRO,6720DSDIGITA0,2, 400.00 , $800.00 ,29/03/2012
AR,CAMCORDERS SONY DIGITAL,672000CAMCORD,2, 980.00 ," $1,960.00 ",04/01/2012
TX,CAMCORDERS SONY DIGITAL,672000CAMCORD,1,980.00, $980.00 ,22/11/2011
GA,CAMCORDER VHS,583601Q213390,1, 379.99 , $379.99 ,30/04/2012
GA,CAMCORDER VHS,583601Q213390,1, 379.99 , $379.99 ,30/04/2012
OH,CAMCORDER SONY VX2100,5836P00002523,1,2000.00," $2,000.00 ",17/10/2011
TX,CAMCORDER DIGITAL SONY,6710DSCAMCOR1,1, 1438.00 ," $1,438.00 ",27/04/2012
TN,CAMCORDER DIGITAL DVD HANDYCA,583600CAMCORD,1, 945.00 , $945.00 ,04/05/2012
DE,CAMCORDER DIGITAL,583600CAMCOR,1, 1135.00 ," $1,135.00 ",25/07/2012
OH,CAMCORDER DIGITAL,6710DSCAMCOR1,2, 199.99 , $399.98 ,25/05/2012
AR,CAMCORDER 8MM,583501Z331964,1, 1800.00 ," $1,800.00 ",04/01/2012
OH,CAMCORDER  VIXIA,583600CAMCORD,2, 1239.00 ," $2,478.00 ",15/02/2012
OH,CAMCORDER  VIXIA,583600CAMCORD,1, 1239.00 ," $1,239.00 ",17/02/2012
WA,CAMCORDER  SONY DSR  PD170,5836DSVIDEORE,2, 100.00 , $200.00 ,29/02/2012
IN,CAMCORDER  SONY 850,671000CAMCOOR,11, 375.00 ," $4,125.00 ",10/01/2012
WV,CAMCORDER  SONY 850,671000CAMCOOR,9, 375.00 ," $3,375.00 ",23/01/2012
OH,CAMCORDER  SONY 850,671000CAMCOOR,6, 375.00 ," $2,250.00 ",04/01/2012
IN,CAMCORDER  SONY 850,671000CAMCOOR,5, 375.00 ," $1,875.00 ",09/02/2012
KY,CAMCORDER  SONY 850,671000CAMCOOR,5, 375.00 ," $1,875.00 ",06/01/2012
KY,CAMCORDER  SONY 850,671000CAMCOOR,4,375.00," $1,500.00 ",29/12/2011
OH,CAMCORDER  SONY 850,671000CAMCOOR,2, 375.00 , $750.00 ,09/01/2012
OH,CAMCORDER  SONY 850,671000CAMCOOR,1, 375.00 , $375.00 ,23/01/2012
OH,CAMCORDER  SONY,583600CAMCORD,2, 1300.00 ," $2,600.00 ",15/02/2012
OH,CAMCORDER  SONY,583600CAMCORD,2, 1300.00 ," $2,600.00 ",17/02/2012
OH,CAMCORDER  SONY,583600X045694,1, 1399.00 ," $1,399.00 ",17/02/2012
KY,CAMCORDER  CANON OPTURA 400 M,583600CAMCORD,2, 684.00 ," $1,368.00 ",02/07/2012
IN,CAMCORDER  CANON HDV 1080I,583600CAMCORD,3, 500.00 ," $1,500.00 ",01/03/2012
IN,CAMCORDER  CANON HDV 1080I,583600CAMCORD,1, 500.00 , $500.00 ,01/02/2012
KY,CAMCORDER  CANON HDV 1080I,583600CAMCORD,1, 500.00 , $500.00 ,27/01/2012
KY,CAMCORDER  CANON HDV,583600CAMCORD,10, 500.00 ," $5,000.00 ",10/02/2012
OH,CAMCORDER  CANON HDV,583600CAMCORD,4, 500.00 ," $2,000.00 ",20/01/2012
OH,CAMCORDER  CANON HDV,583600CAMCORD,2, 500.00 ," $1,000.00 ",19/01/2012
IN,CAMCORDER  CANON HDV,583600CAMCORD,1, 500.00 , $500.00 ,09/02/2012
AZ,CAMCORDER,6710DSCAMCOR1,1, 14500.00 ," $14,500.00 ",09/03/2012
OH,CAMCORDER,672000CAMCORD,1,3140.00," $3,140.00 ",01/12/2011
GA,CAMCORDER,675000CAMCORD,1, 915.45 , $915.45 ,07/02/2012
NC,CAMCORDER,583600CAMCORD,1, 600.00 , $600.00 ,02/07/2012
AL,CAMCORDER,671001CAMCORD,1, 500.00 , $500.00 ,20/04/2012
AL,CAMCORDER,6720CAMCORDER,2, 229.99 , $459.98 ,20/04/2012
AL,CAMCORDER,672001T095115,1, 400.00 , $400.00 ,04/05/2012
NC,CAMCORDER,6710DSCAMCOR1,1, 380.00 , $380.00 ,30/07/2012
AL,CAMCORDER,583601CAMERA,1, 289.00 , $289.00 ,24/03/2012
AL,CAMCORDER,672000B004001,1, 75.00 , $75.00 ,08/03/2012
AL,CAMCORDE PANASONIC,671000CAMCORD,1, 901.00 , $901.00 ,26/07/2012
IL,CAMBRO TRAYS,7350DSTABLEWA,2, 7.50 , $15.00 ,07/02/2012
CA,CAMBER CURL,7830DSCAMBERC,1, 1568.15 ," $1,568.15 ",06/01/2012
IL,CAMAERA FFUJI S9100,6720DSDIGITA0,1, 100.00 , $100.00 ,20/03/2012
GA,CAM CORDER,583600VIDEO,1, 938.90 , $938.90 ,06/08/2012
AZ,"CALIPER,VERNIER    ",5210002348017,1, 1520.47 ," $1,520.47 ",15/05/2012
TX,"CALIPER,MICROMETER,",5210002933523,1, 271.44 , $271.44 ,07/06/2012
AZ,"CALIPER,MICROMETER,",5210002211921,1, 254.08 , $254.08 ,02/08/2012
AZ,"CALIPER,MICROMETER,",5210002211921,1, 254.08 , $254.08 ,10/08/2012
OH,"CALIPER,MICROMETER,",5210002211921,1, 254.08 , $254.08 ,28/03/2012
TN,"CALIPER,MICROMETER,",5210002211921,1, 254.08 , $254.08 ,29/03/2012
CA,"CALIPER,MICROMETER,",5210002432933,1, 125.45 , $125.45 ,11/07/2012
CA,"CALIPER,DIAL       ",5210010104522,1, 166.82 , $166.82 ,11/07/2012
TX,CALIPER VERNIER,5210CALTPEVER,1, 723.00 , $723.00 ,11/05/2012
AL,"CALIPER SET,MICROME",5210005547134,1,637.17, $637.17 ,21/12/2011
GA,"CALIPER SET,MICROME",5210005547134,1,637.17, $637.17 ,23/11/2011
CA,"CALIPER ASSEMBLY,DI",2530013336068,3, 275.46 , $826.38 ,20/07/2012
CO,CALIPER,5210DSCALIPER,1,150.00, $150.00 ,08/11/2011
PR,"CALIBRATOR,INJECTOR",4910011289810,1, 52040.00 ," $52,040.00 ",25/04/2012
IL,"CALIBRATOR SET,FREQ",6625007594010,1, 567.00 , $567.00 ,27/01/2012
OH,CALF RAISES BENCH,783000PERSTND,1, 532.00 , $532.00 ,26/01/2012
TX,CALF PRESS,7830000CALF,1, 15.00 , $15.00 ,22/02/2012
CA,CALF MACHINE,7830DSCALFMAC,1, 1884.15 ," $1,884.15 ",03/02/2012
TN,CALF LIFT,7830CALFLIFT,1, 1300.00 ," $1,300.00 ",20/04/2012
GA,"CALCULATOR,WET BULB",6665011093246,5, 16.08 , $80.40 ,02/05/2012
DE,"CALCULATOR,ELECTRON",7420011745218,3, 42.85 , $128.55 ,19/07/2012
NC,"CALCULATOR,ELECTRON",7420011745218,3, 42.85 , $128.55 ,19/07/2012
WV,"CALCULATOR,ELECTRON",7420014124136,10, 10.84 , $108.40 ,26/01/2012
AL,"CALCULATOR,ELECTRON",7420014124135,5, 9.54 , $47.70 ,24/02/2012
AL,"CALCULATOR,ELECTRON",7420014124135,3, 9.54 , $28.62 ,27/03/2012
OH,"CALCULATOR,ELECTRON",7420014124136,2, 10.84 , $21.68 ,18/01/2012
AL,CALCULATOR ELECTRON,7420011542330,3, 64.27 , $192.81 ,25/07/2012
VA,CAGES  2 FT X 4 FT X 6 FT,7125DSCABINSH,2, 600.00 ," $1,200.00 ",04/04/2012
DE,CAGE ANIMAL,3770003467279,9,200.00," $1,800.00 ",30/12/2011
GA,CAGE               ,2840000483924,2, 124.34 , $248.68 ,06/07/2012
CA,CABLR CLIPS 16 MM,5315DSQUCKPIN,15,10.00, $150.00 ,22/12/2011
TX,"CABLE,TELEPHONE    ",6145011554258,43,148.00," $6,364.00 ",21/10/2011
TX,"CABLE,TELEPHONE    ",6145011554256,10, 594.00 ," $5,940.00 ",13/06/2012
TX,"CABLE,TELEPHONE    ",6145009108847,6, 593.00 ," $3,558.00 ",13/06/2012
OH,"CABLE,TELEPHONE    ",6145011554258,18, 148.00 ," $2,664.00 ",03/05/2012
CA,"CABLE,TELEPHONE    ",6145011554258,17,148.00," $2,516.00 ",07/12/2011
MA,"CABLE,TELEPHONE    ",6145011554256,2, 594.00 ," $1,188.00 ",21/05/2012
CA,"CABLE,TELEPHONE    ",6145009108847,2, 593.00 ," $1,186.00 ",02/03/2012
AZ,"CABLE,TELEPHONE    ",6145011554258,8, 148.00 ," $1,184.00 ",27/06/2012
AL,"CABLE,TELEPHONE    ",6145012524915,100, 9.73 , $973.00 ,13/01/2012
CA,"CABLE,TELEPHONE    ",6145011554258,5, 148.00 , $740.00 ,02/03/2012
AL,"CABLE,TELEPHONE    ",6145012599203,5, 122.00 , $610.00 ,10/05/2012
AZ,"CABLE,TELEPHONE    ",6145011554256,1, 594.00 , $594.00 ,11/01/2012
TN,"CABLE,TELEPHONE    ",6145009108847,1, 593.00 , $593.00 ,24/02/2012
AL,"CABLE,TELEPHONE    ",6145002268812,3, 148.00 , $444.00 ,13/06/2012
AL,"CABLE,TELEPHONE    ",6145002268812,3, 148.00 , $444.00 ,22/06/2012
CA,"CABLE,TELEPHONE    ",6145011554258,2, 148.00 , $296.00 ,02/03/2012
IN,"CABLE,TELEPHONE    ",6145011554258,2, 148.00 , $296.00 ,01/03/2012
TX,"CABLE,TELEPHONE    ",6145011554258,2, 148.00 , $296.00 ,28/06/2012
TN,"CABLE,TELEPHONE    ",6145012599203,2,122.00, $244.00 ,13/10/2011
MI,"CABLE,TELEPHONE    ",6145011554258,1, 148.00 , $148.00 ,02/06/2012
VA,"CABLE,TELEPHONE    ",6145009370976,300,0.43, $129.00 ,21/12/2011
AL,"CABLE,TELEPHONE    ",6145012310329,100, 0.55 , $55.00 ,12/01/2012
AZ,"CABLE,TELEPHONE",6145011554258,14, 148.00 ," $2,072.00 ",09/05/2012
GA,"CABLE,SLAVE        ",6150013789029,1, 394.54 , $394.54 ,20/06/2012
IN,"CABLE,RADIO FREQUEN",6145005000794,3000, 1.09 ," $3,270.00 ",02/08/2012
CA,"CABLE,RADIO FREQUEN",6145014905654,5,2.43, $12.15 ,07/12/2011
GA,"CABLE,POWER,ELECTRI",6145012505335,481, 2.80 ," $1,346.80 ",06/04/2012
IN,"CABLE,POWER,ELECTRI",6145014419151,195, 5.59 ," $1,090.05 ",02/08/2012
SC,"CABLE,POWER,ELECTRI",6145005481243,1000, 0.94 , $940.00 ,22/03/2012
CO,"CABLE,POWER,ELECTRI",6145012043461,500, 1.13 , $565.00 ,24/01/2012
GA,"CABLE,POWER,ELECTRI",6145012912936,497, 0.98 , $487.06 ,07/04/2012
GA,"CABLE,POWER,ELECTRI",6145003348635,350,0.56, $196.00 ,01/11/2011
GA,"CABLE,POWER,ELECTRI",6145013463915,500, 0.35 , $175.00 ,16/03/2012
TN,"CABLE,POWER,ELECTRI",6145012053626,50, 1.19 , $59.50 ,11/07/2012
AL,"CABLE,POWER,ELECTRI",6145007642854,4,14.72, $58.88 ,08/10/2011
CA,"CABLE,FIBER OPTIC  ",6015014332762,5, 5016.00 ," $25,080.00 ",13/07/2012
OH,"CABLE,DEFIBRILLATOR",6515014788996,2,332.05, $664.10 ,01/12/2011
TX,"CABLE,DEFIBRILLATOR",6515014788996,2, 332.05 , $664.10 ,26/01/2012
AL,"CABLE,DEFIBRILLATOR",6515014788996,1, 332.05 , $332.05 ,10/02/2012
TX,CABLE TIES  14 25,813500CABTIES,3, 8.00 , $24.00 ,16/02/2012
CA,CABLE TIES,615000CABLET,1000, 19.90 ," $19,900.00 ",14/08/2012
DE,CABLE TIES,615000CABLET,600, 19.90 ," $11,940.00 ",11/07/2012
CA,CABLE TIES,615000CABLET,500, 19.90 ," $9,950.00 ",14/08/2012
DE,CABLE TIES,615000CABLET,300, 19.90 ," $5,970.00 ",11/07/2012
DE,CABLE TIES,615000CABLET,300, 19.90 ," $5,970.00 ",11/07/2012
NC,CABLE TIES,615000CABLET,150, 19.99 ," $2,998.50 ",27/07/2012
CA,CABLE TIES,615000CABLET,100, 19.99 ," $1,999.00 ",14/08/2012
IN,CABLE PULLER,345000CABLEPU,1, 2809.00 ," $2,809.00 ",24/02/2012
AZ,CABLE POWER,5975DSELEHARD,2, 389.00 , $778.00 ,12/07/2012
AL,"CABLE KIT,SPECIAL P",2590001487961,2,383.00, $766.00 ,20/12/2011
CA,CABLE KIT,7035DSAPPSUPP,2,23.90, $47.80 ,15/12/2011
CA,CABLE EXTENSION 50 FT,7025DSADPI0DV,10,69.99, $699.90 ,07/10/2011
WV,CABLE CROSS OVER,7830DSXOVER00,2, 2500.00 ," $5,000.00 ",06/03/2012
IN,CABLE CONNECTOR KIT,3439011449524,3, 64.39 , $193.17 ,23/05/2012
OH,CABLE COLUMN,7830DSREGYME,1, 600.00 , $600.00 ,11/06/2012
AL,CABLE ASSY WELDING ,3431014383489,3,275.00, $825.00 ,27/10/2011
AL,CABLE ASSY JUMPER  ,5995015076943,3, 110.47 , $331.41 ,12/04/2012
TX,CABLE ASSY JUMPER  ,5995015076943,2, 110.47 , $220.94 ,01/06/2012
AL,CABLE ASSY JUMPER  ,5995015076949,1, 75.49 , $75.49 ,12/04/2012
MI,"CABLE ASSEMBLY,RADI",5995014547124,30,20.90, $627.00 ,01/12/2011
DE,"CABLE ASSEMBLY,POWE",6150010226004,3, 272.87 , $818.61 ,14/06/2012
NJ,"CABLE ASSEMBLY,POWE",6150010226004,3, 272.87 , $818.61 ,23/05/2012
SD,"CABLE ASSEMBLY,POWE",6150010226004,3,272.87, $818.61 ,30/11/2011
NC,"CABLE ASSEMBLY,POWE",6150010226004,2, 272.87 , $545.74 ,28/06/2012
NJ,"CABLE ASSEMBLY,POWE",6150010226004,2, 272.87 , $545.74 ,24/05/2012
NJ,"CABLE ASSEMBLY,POWE",6150010226004,2, 272.87 , $545.74 ,24/05/2012
NJ,"CABLE ASSEMBLY,POWE",6150010226004,2, 272.87 , $545.74 ,24/05/2012
DE,"CABLE ASSEMBLY,POWE",6150001440091,12,29.73, $356.76 ,01/12/2011
NJ,"CABLE ASSEMBLY,POWE",6150010226004,1, 272.87 , $272.87 ,23/05/2012
TX,CABLE AND HOSE POWE,3431000188315,3, 46.54 , $139.62 ,31/05/2012
CA,CABLE  VIDEO,6145DS00CABLE,3000, 0.10 , $300.00 ,02/03/2012
TX,CABLE  FIBER 500 FT,597000CABLE,1, 120.00 , $120.00 ,08/05/2012
CA,CABLE  COAX,6145DS00CABLE,6000, 0.11 , $660.00 ,02/03/2012
TX,CABLE  CAT 6E  1000FT,704500CABLE,10, 49.00 , $490.00 ,08/05/2012
AR,CABLE  CAT 6E  1000FT,704500CABLE,3, 49.00 , $147.00 ,08/06/2012
TX,CABLE  CAT 5E  1000FT,704500CABLE,10, 49.00 , $490.00 ,08/05/2012
AR,CABLE  CAT 5E  1000FT,704500CABLE,2, 49.00 , $98.00 ,28/06/2012
TX,CABLE  CAT 5E,704500CABLE,1, 1058.00 ," $1,058.00 ",28/06/2012
TX,CABLE  CAT,704500CABLE,1, 1829.00 ," $1,829.00 ",08/05/2012
TX,CABLE  BLACK,599500BLCKCBL,1, 1000.00 ," $1,000.00 ",07/06/2012
IN,CABINETS  OFFICE,7110DSCABINE5,2, 75.00 , $150.00 ,27/02/2012
IN,CABINETS  OFFICE,7110DSCABINE5,1, 75.00 , $75.00 ,27/02/2012
GA,CABINETS,712500CABINET,10,250.00," $2,500.00 ",17/10/2011
CA,CABINETS,7110DSCABINES,4, 100.00 , $400.00 ,07/03/2012
NM,CABINETS,7125DSCABINSH,2, 150.00 , $300.00 ,03/07/2012
CA,CABINETS,5140DSCABINE0,1,200.00, $200.00 ,11/10/2011
CA,CABINETS,7110DSCABINES,2, 100.00 , $200.00 ,14/02/2012
IN,CABINETS,7110DSCABINE5,2,100.00, $200.00 ,27/10/2011
GA,"CABINET,TOOTH ASSOR",6520005110010,1,478.29, $478.29 ,17/10/2011
MT,"CABINET,TOOL,MOBILE",5140013180865,2, 2074.34 ," $4,148.68 ",25/01/2012
AZ,"CABINET,TOOL,MOBILE",5140014329717,4, 941.85 ," $3,767.40 ",05/07/2012
MT,"CABINET,TOOL,MOBILE",5140010104775,8, 393.19 ," $3,145.52 ",07/02/2012
AZ,"CABINET,TOOL,MOBILE",5140014329717,3, 941.85 ," $2,825.55 ",13/07/2012
AZ,"CABINET,TOOL,MOBILE",5140015863669,3, 847.95 ," $2,543.85 ",31/05/2012
TN,"CABINET,TOOL,MOBILE",5140015863669,3, 847.95 ," $2,543.85 ",08/03/2012
KY,"CABINET,TOOL,MOBILE",5140013860294,2,1230.80," $2,461.60 ",08/12/2011
GA,"CABINET,TOOL,MOBILE",5140010104775,6, 393.19 ," $2,359.14 ",12/02/2012
AZ,"CABINET,TOOL,MOBILE",5140014329717,2, 941.85 ," $1,883.70 ",12/07/2012
WY,"CABINET,TOOL,MOBILE",5140008704796,4, 431.87 ," $1,727.48 ",10/04/2012
AZ,"CABINET,TOOL,MOBILE",5140015863669,2, 847.95 ," $1,695.90 ",21/05/2012
NC,"CABINET,TOOL,MOBILE",5140015863669,2, 847.95 ," $1,695.90 ",05/06/2012
GA,"CABINET,TOOL,MOBILE",5140010190802,2, 743.48 ," $1,486.96 ",02/07/2012
AL,"CABINET,TOOL,MOBILE",5140006084757,4,369.52," $1,478.08 ",05/12/2011
AL,"CABINET,TOOL,MOBILE",5140006084757,4, 369.52 ," $1,478.08 ",31/07/2012
DE,"CABINET,TOOL,MOBILE",5140014329717,1,1319.47," $1,319.47 ",06/12/2011
NM,"CABINET,TOOL,MOBILE",5140013860294,1, 1230.80 ," $1,230.80 ",06/01/2012
OH,"CABINET,TOOL,MOBILE",5140013860294,1,1230.80," $1,230.80 ",23/11/2011
GA,"CABINET,TOOL,MOBILE",5140000306617,4, 302.55 ," $1,210.20 ",23/01/2012
MO,"CABINET,TOOL,MOBILE",5140010104775,3,393.19," $1,179.57 ",16/11/2011
AL,"CABINET,TOOL,MOBILE",5140006084757,3,369.52," $1,108.56 ",09/12/2011
AZ,"CABINET,TOOL,MOBILE",5140014329717,1, 941.85 , $941.85 ,12/07/2012
TX,"CABINET,TOOL,MOBILE",5140014272316,1,811.43, $811.43 ,01/12/2011
AL,"CABINET,TOOL,MOBILE",5140010104775,2,403.05, $806.10 ,27/10/2011
AL,"CABINET,TOOL,MOBILE",5140010104775,2,403.05, $806.10 ,01/11/2011
GA,"CABINET,TOOL,MOBILE",5140010104775,2,403.05, $806.10 ,17/10/2011
AL,"CABINET,TOOL,MOBILE",5140010190802,1, 743.48 , $743.48 ,12/07/2012
GA,"CABINET,TOOL,MOBILE",5140006084757,2,369.52, $739.04 ,02/12/2011
KY,"CABINET,TOOL,MOBILE",5140010190802,1,725.09, $725.09 ,04/11/2011
GA,"CABINET,TOOL,MOBILE",5140008704796,1, 431.87 , $431.87 ,29/06/2012
AL,"CABINET,TOOL,MOBILE",5140010104775,1, 393.19 , $393.19 ,03/04/2012
GA,"CABINET,TOOL,MOBILE",5140010104775,1, 393.19 , $393.19 ,14/01/2012
GA,"CABINET,TOOL,MOBILE",5140010104775,1, 393.19 , $393.19 ,23/01/2012
GA,"CABINET,TOOL,MOBILE",5140010104775,1, 393.19 , $393.19 ,31/03/2012
KY,"CABINET,TOOL,MOBILE",5140000306617,1,302.55, $302.55 ,21/12/2011
NC,"CABINET,TOOL,MOBILE",5140000306617,1, 302.55 , $302.55 ,07/06/2012
TX,"CABINET,STORAGE    ",7125014660944,30, 689.37 ," $20,681.10 ",21/05/2012
GA,"CABINET,STORAGE    ",7125010442590,7,470.74," $3,295.18 ",01/12/2011
TN,"CABINET,STORAGE    ",7125014660944,4, 689.37 ," $2,757.48 ",08/03/2012
GA,"CABINET,STORAGE    ",7125010442590,5,470.74," $2,353.70 ",07/10/2011
KY,"CABINET,STORAGE    ",7125003575517,1, 2123.21 ," $2,123.21 ",03/05/2012
WI,"CABINET,STORAGE    ",7125006934353,2,812.24," $1,624.48 ",08/11/2011
DE,"CABINET,STORAGE    ",7125003784261,2,761.90," $1,523.80 ",01/12/2011
MO,"CABINET,STORAGE    ",7125003300130,1, 1249.36 ," $1,249.36 ",24/10/2012
OH,"CABINET,STORAGE    ",7125014661656,2,623.59," $1,247.18 ",22/11/2011
MI,"CABINET,STORAGE    ",7125006934352,2, 567.21 ," $1,134.42 ",10/05/2012
GA,"CABINET,STORAGE    ",7125014660914,1, 987.50 , $987.50 ,17/04/2012
AL,"CABINET,STORAGE    ",7125010442590,2, 470.74 , $941.48 ,26/01/2012
GA,"CABINET,STORAGE    ",7125010442590,2,470.74, $941.48 ,17/10/2011
MO,"CABINET,STORAGE    ",7125014660947,1, 865.41 , $865.41 ,31/08/2012
MO,"CABINET,STORAGE    ",7125014660947,1, 865.41 , $865.41 ,05/09/2012
WI,"CABINET,STORAGE    ",7125006934353,1,812.24, $812.24 ,14/11/2011
WI,"CABINET,STORAGE    ",7125006934353,1, 812.24 , $812.24 ,03/04/2012
MI,"CABINET,STORAGE    ",7125006934353,1, 802.30 , $802.30 ,13/03/2012
OH,"CABINET,STORAGE    ",7125006934353,1, 802.30 , $802.30 ,23/06/2012
AL,"CABINET,STORAGE    ",7125004496862,5, 143.41 , $717.05 ,18/05/2012
WI,"CABINET,STORAGE    ",7125004496862,5, 143.41 , $717.05 ,16/11/2012
OH,"CABINET,STORAGE    ",7125014661656,1,623.59, $623.59 ,09/12/2011
AL,"CABINET,STORAGE    ",7125006415436,2, 301.43 , $602.86 ,08/07/2012
TX,"CABINET,STORAGE    ",7125003575337,1, 501.08 , $501.08 ,18/07/2012
CA,"CABINET,STORAGE    ",7125007645482,2, 241.50 , $483.00 ,15/02/2012
CA,"CABINET,STORAGE    ",7125007645482,2, 241.50 , $483.00 ,14/03/2012
AL,"CABINET,STORAGE    ",7125010442590,1,470.74, $470.74 ,19/10/2011
MO,"CABINET,STORAGE    ",7125010442590,1, 470.74 , $470.74 ,11/04/2012
MI,"CABINET,STORAGE    ",7125004496862,3, 143.41 , $430.23 ,18/05/2012
CA,"CABINET,STORAGE    ",7125007645482,1, 241.50 , $241.50 ,09/07/2012
VA,"CABINET,SECURITY   ",7110015395685,2,686.00," $1,372.00 ",06/10/2011
CO,"CABINET,SAFETY     ",7125010058477,1, 569.48 , $569.48 ,26/04/2012
TX,"CABINET,PHARMACEUTI",6530011633760,1, 1363.92 ," $1,363.92 ",22/03/2012
MI,"CABINET,MEDICINE,BA",6530012091197,1, 3235.51 ," $3,235.51 ",02/05/2012
CA,"CABINET,MEDICINE,BA",6530011633761,2, 1486.02 ," $2,972.04 ",28/03/2012
IN,"CABINET,KEY        ",7125011102640,1, 2000.00 ," $2,000.00 ",20/06/2012
GA,"CABINET,GASOLINE FI",7360007021719,2,893.88," $1,787.76 ",01/12/2011
DE,"CABINET,FLAMMABLE S",7125015168766,1,273.31, $273.31 ,01/12/2011
GA,"CABINET,ELECTRICAL ",5975014422396,1,768.06, $768.06 ,01/11/2011
AL,"CABINET,COMBINATION",7105013454418,3,673.90," $2,021.70 ",15/11/2011
OH,"CABINET, FILE",7125DSCABINSH,2,75.00, $150.00 ,29/12/2011
AZ,CABINET TOOL ROLL,711001C000686,2,473.75, $947.50 ,25/10/2011
TX,CABINET TOOL MOBILE,5140013861342,1,1613.67," $1,613.67 ",13/10/2011
TX,CABINET TOOL MOBILE,5140013861342,1,1613.67," $1,613.67 ",13/10/2011
TX,CABINET TOOL MOBILE,5140013861342,1, 1613.67 ," $1,613.67 ",22/02/2012
TX,CABINET TOOL MOBILE,5140013860414,1, 1199.00 ," $1,199.00 ",22/02/2012
IN,CABINET TOOL MOBILE,514000T187058,2,524.72," $1,049.44 ",18/11/2011
AL,CABINET TOOL MOBILE,5140010656780,1, 920.81 , $920.81 ,15/05/2012
KY,CABINET TOOL MOBILE,5140014778446,1,573.30, $573.30 ,14/12/2011
NM,CABINET TOOL,5140DSCABINE0,1, 400.00 , $400.00 ,03/07/2012
CO,CABINET TABLE  S S,7320DSKITCHEN,1, 350.00 , $350.00 ,27/01/2012
TX,CABINET STROAGE MEDICINE,653000CABINET,1, 1839.05 ," $1,839.05 ",20/04/2012
AL,CABINET STORAGE METAL,7125METALCABI,2, 30.00 , $60.00 ,11/04/2012
OH,CABINET STORAGE 48GL,712501F003673,8,100.00, $800.00 ,28/10/2011
OH,CABINET STORAGE 48GL,712501F003673,8, 100.00 , $800.00 ,29/03/2012
OH,CABINET STORAGE 48GL,712501F003673,8, 100.00 , $800.00 ,04/04/2012
OH,CABINET STORAGE 48GL,712501F003673,6,100.00, $600.00 ,14/10/2011
OH,CABINET STORAGE 48GL,712501F003673,4,100.00, $400.00 ,02/12/2011
OH,CABINET STORAGE 48GL,712501F003673,4, 100.00 , $400.00 ,10/01/2012
OH,CABINET STORAGE 48GL,712501F003673,2, 100.00 , $200.00 ,04/04/2012
OH,CABINET STORAGE 48GL,712501F003673,2, 100.00 , $200.00 ,04/04/2012
OH,CABINET STORAGE 48GL,712501F003673,2, 100.00 , $200.00 ,13/04/2012
OH,CABINET STORAGE 48 GAL,712501F003673,5,100.00, $500.00 ,09/11/2011
TX,CABINET STORAGE,653001C721035,1, 2783.92 ," $2,783.92 ",18/05/2012
OH,CABINET STORAGE,7125015783187,1, 550.75 , $550.75 ,02/02/2012
OH,CABINET STORAGE,712501F003673,8, 63.00 , $504.00 ,07/06/2012
OH,CABINET STORAGE,712501F003673,8, 63.00 , $504.00 ,07/06/2012
LA,CABINET STORAGE,7110DSCABINSH,2, 225.00 , $450.00 ,03/07/2012
OH,CABINET STORAGE,712501F003673,2, 63.00 , $126.00 ,10/07/2012
AL,CABINET STORAGE,712500CABINET,2, 20.00 , $40.00 ,26/01/2012
OH,CABINET SMALL PARTS STORAGE,712501C138060,1, 6842.09 ," $6,842.09 ",18/04/2012
GA,CABINET SMALL PARTS STORAGE,7125003089776,3, 62.47 , $187.41 ,03/05/2012
GA,CABINET SMALL PARTS STORAGE,7125003089776,1, 62.47 , $62.47 ,30/04/2012
GA,CABINET SMALL PARTS STORAGE,7125003089776,1, 62.47 , $62.47 ,07/05/2012
DE,CABINET SHREDDER,712500CABINET,1, 100.00 , $100.00 ,04/06/2012
TX,CABINET RIFLE W KEY,7125DSCABINSH,1, 600.00 , $600.00 ,28/06/2012
AL,CABINET PARTS,5140DSCABINEO,1, 1699.72 ," $1,699.72 ",15/05/2012
AR,CABINET METAL,7125CABINET2D,1, 100.00 , $100.00 ,11/04/2012
TX,CABINET LARGE FOR SHARP,712500CABINET,10, 50.00 , $500.00 ,11/05/2012
KY,"CABINET FOOD WARMING, PASS THRU",7310010306012,1,2540.52," $2,540.52 ",19/10/2011
KY,"CABINET FOOD WARMING, PASS THRU",7310010306012,1,2540.52," $2,540.52 ",19/10/2011
AL,CABINET FOOD WARMING,7310014086418,2, 2845.95 ," $5,691.90 ",24/01/2012
KY,CABINET FLAMMABLE 30 GAL,712500X101500,1, 271.00 , $271.00 ,03/05/2012
OH,CABINET FLAMMABLE 30 GAL,712500X101500,1, 271.00 , $271.00 ,18/04/2012
CA,CABINET FLAMMABLE,7125DSCABINSH,1, 958.00 , $958.00 ,01/03/2012
CA,CABINET FLAMMABLE,7125DSCABINSH,1, 958.00 , $958.00 ,01/03/2012
TX,CABINET FLAMMABLE,712500CABINET,3, 250.00 , $750.00 ,12/07/2012
TX,CABINET FILING,711000Q810050,4, 200.00 , $800.00 ,17/07/2012
AL,CABINET FILE LATERAL WOOD,712500FILECAB,3, 399.99 ," $1,199.97 ",21/05/2012
TX,CABINET FILE,7110DSFILECA0,8, 175.00 ," $1,400.00 ",24/02/2012
OH,CABINET FILE,711000CABINET,1,216.00, $216.00 ,22/11/2011
